link_name,profile,loc,type
"COMMUNITY JUNIOR SECONDARY SCHOOL, DEBOJO",1223, Ibeju-Lekki,State owned
"COMMUNITY JUNIOR SECONDARY SCHOOL, Ikorodu",12316,Ikorodu,State owned
"COMMUNITY MODEL NUR/PRY SCHL, Ketu-Ijaninkin",2368,Ojo,State owned
"COMMUNITY NUR/PRY SCH,  Ijeododo-Ojo",2363,Ojo,State owned
"COMMUNITY NUR/PRY SCH,  Shibiri Ekunpa",2362,Ojo,State owned
COMMUNITY NUR/PRY SCHOOL  Ibasa Ijainikin,10662,Ojo,State owned
"COMMUNITY NUR/PRY SCHOOL, Esepe",416, Badagry ,State owned
"COMMUNITY NUR/PRY SCHOOL, Ibasa Nla",12408,Ojo,State owned
"COMMUNITY NURSERY & PRIMARY SCHOOL, Ajewanwa",10735,Ojo,State owned
"COMMUNITY NURSERY & PRIMARY SCHOOL, Ilemba Awori",10699,Ojo,State owned
"COMMUNITY NURSERY/PRIMARY SCHOOL, Sasa",9190,Alimosho,State owned
"COMMUNITY NURSERY/PRIMARY, Ponpoku",2415,Ojo,State owned
COMMUNITY PRIMARY SCHOOL,791,,State owned
"COMMUNITY PRIMARY SCHOOL 1, Ajangbadi-Afromedia",2417,Ojo,State owned
"COMMUNITY PRIMARY SCHOOL 1, Egan",9209,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL 2, Ajangbadi-Afromedia",2416,Ojo,State owned
"COMMUNITY PRIMARY SCHOOL I, Erepoto ",2556,Epe,State owned
"COMMUNITY PRIMARY SCHOOL II,  Erepoto",2721,Epe,State owned
"COMMUNITY PRIMARY SCHOOL II, Egan",10183,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL II, Ijegun",9261,Alimosho,State owned
COMMUNITY PRIMARY SCHOOL IPAJA,10187,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL,  Abijo",735, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL,  Ajegbenwa",747, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL,  Eleja",811,,State owned
"COMMUNITY PRIMARY SCHOOL,  Eputu",731, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL,  Imota",851,Ikorodu,State owned
"COMMUNITY PRIMARY SCHOOL,  Itolowo",852,Ikorodu,State owned
"COMMUNITY PRIMARY SCHOOL,  Mowo-Nla",853,Ikorodu,State owned
"COMMUNITY PRIMARY SCHOOL,  Odo-Nla",854,Ikorodu,State owned
"COMMUNITY PRIMARY SCHOOL, Abegede",739, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL, Abule Egba",9300,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL, Adeba",12272, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL, Ayekoto",66413,Agege,State owned
"COMMUNITY PRIMARY SCHOOL, Baruwa",12218,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL, Egbe",9230,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL, Ewutuntun",2708,Oshodi-Isolo,State owned
"COMMUNITY PRIMARY SCHOOL, Festac Ext.",194,Amuwo-Odofin,State owned
"COMMUNITY PRIMARY SCHOOL, Folu",738, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL, Iba-Oloja",732, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL, Iberikodo",736, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL, Idimangoro",22,Agege,State owned
"COMMUNITY PRIMARY SCHOOL, Idimu",9279,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL, Igbodola",733, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL, Ilupeju",815,,State owned
"COMMUNITY PRIMARY SCHOOL, Isheri Olofin",9964,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL, Lakowe",12274, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL, Meiran",9272,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL, Obadore",9229,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL, Ogogoro ",734, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL, Oke Odo",9273,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL, Okegun",748, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL, Olorunda - Ishefun",9222,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL, Otolu",737, Ibeju-Lekki,State owned
"COMMUNITY PRIMARY SCHOOL, Shangisha / Magodo",2582,Kosofe,State owned
"COMMUNITY PRIMARY SCHOOL, Surulere",9234,Alimosho,State owned
"COMMUNITY PRIMARY SCHOOL, Worksyard-Mushin",1558,,State owned
"COMMUNITY PRIMARY SCHOOL,1 Ijegun",9961,Alimosho,State owned
"COMMUNITY PRY SCHOOL, Amikale",9302,Alimosho,State owned
"COMMUNITY SENIOR GRAMMAR SCHOOL,  Surulere",1359,Surulere,State owned
COMMUNITY SENIOR GRAMMMAR SCHOOL,12299,Ikorodu,State owned
COMMUNITY SENIOR HIGH SCHOOL,12443,Surulere,State owned
"COMMUNITY SENIOR HIGH SCHOOL, Akodo-Orofun ",11855, Ibeju-Lekki,State owned
"COMMUNITY SENIOR HIGH SCHOOL, Alapere Ketu",9782,Kosofe,State owned
"COMMUNITY SENIOR HIGH SCHOOL, Lekki",12278, Ibeju-Lekki,State owned
"COMMUNITY SENIOR HIGH SCHOOL, Orimedu",12276, Ibeju-Lekki,State owned
"COMMUNITY SENIOR SCHOOL, Idata/Ilagbo",12275, Ibeju-Lekki,State owned
COMMUNITY SENIOR SECONDARY SCHOOL,12411,Oshodi-Isolo,State owned
COMMUNITY SENIOR SECONDARY SCHOOL,1243,Ikorodu,State owned
"COMMUNITY SENIOR SECONDARY SCHOOL, Debojo",12102, Ibeju-Lekki,State owned
"COMMUNITY SENIOR SECONDARY SCHOOL, Mushin",1289, Mushin,State owned
"COMMUNITY SENIOR SECONDARY SCHOOL, Ojo",2371,Ojo,State owned
COMMUNITY SNR. GRAMMAR SCH. Ipaja,1740,Alimosho,State owned
"COMMUNITY VOCATIONAL CENTER 1,  Agege",2117,Agege,State owned
"COMMUNITY VOCATIONAL CENTER 3, Dopemu",2116,Agege,State owned
"COMMUNITY VOCATIONAL CENTRE,  Festac",2879,Amuwo-Odofin,State owned
"COMMUNITY VOCATIONAL CENTRE,  Ikosi Ketu",2020,Kosofe,State owned
"COMMUNITY VOCATIONAL CENTRE, Ilupeju",2272, Mushin,State owned
"COMMUNITY VOCATIONAL CENTRE, Isolo",2394,Oshodi-Isolo,State owned
"COMMUNITY VOCATIONAL CENTRE, Itire",2288, Mushin,State owned
"COMMUNITY VOCATIONAL CENTRE, Ojo",2490,Ojo,State owned
"COMMUNITY VOCATIONAL CENTRE, Oshodi",2463,Oshodi-Isolo,State owned
"COMMUNITY VOCATIONAL CENTRE, Oworonsoki",2021,Kosofe,State owned
"COMMUNITYY JUNIOR HIGH SCHOOL, Akodo-Orofun",594, Ibeju-Lekki,State owned
"COMPREHENSIVE JUNIOR  HIGH SCHOOL, Alapere-Ketu",2563,Kosofe,State owned
COMPREHENSIVE SENIOR HIGH SCHOOL,12321,Kosofe,State owned
COMPUTER CENTRE,1423, Ikeja,State owned
"COMPUTER CENTRE L.G.E.A, Shomolu",2407, Shomolu,State owned
"COMPUTER CENTRE,   Maryland",2042,Kosofe,State owned
"COMPUTER EDUCATION CENTER 1, Sanngo ",1385,Agege,State owned
"COMPUTER EDUCATION CENTER 3,  Oniwaya",1387,Agege,State owned
"COMPUTER EDUCATION CENTRE 2,  Orile-Agege",1388,Agege,State owned
"COMPUTER UNIT ELEGBATA,   Elegbata",1897,Lagos-Island,State owned
"COMUMUNITY NUR/PRY SCHOOL, Ilapo",2686,Alimosho,State owned
"CONDE COMPREHENSIVE COLLEGE, Igboken",76028,Ikorodu,Privately owned
"CONTINENTAL COMPREHENSIVE SECONDARY SCHOOL, Olowoora",3576,Kosofe,Privately owned
Copeland N/P,105764,,Privately owned
"CORAPRAGUE MEMORIAL SCHOOL, Ojokoro",3531,Ifako/Ijaiye,Privately owned
"CORBAN NURSERY & PRIMARY SCHOOL, Ikorodu.",106430,Ikorodu,Privately owned
"CORBET COMPREHENSIVE COLLEGE, Ejigbo",8337,Oshodi-Isolo,Privately owned
"CORBET NURSERY/PRIMARY SCHOOL, Ejigbo",11634,Oshodi-Isolo,Privately owned
"CORNEL HOLY CHILD COLLEGE, Badagry",10342, Badagry ,Privately owned
"CORNEL HOLY CHILD NUR/PRY SCHOOL, Itoga ",4381, Badagry ,Privately owned
"CORNERSTONE CHILDREN SCHOOL, Egbe",11381,Alimosho,Privately owned
"CORNERSTONE COLLEGE, Agodo Egbe",5408,Alimosho,Privately owned
"CORONA DAY NURSERY, Ikoyi",106604,Eti-Osa,State owned
"CORONA SCHOOL, Apapa",5316,Apapa,Privately owned
"CORONA SCHOOL, Gbagada",5312,Kosofe,Privately owned
"CORONA SCHOOL, Ikoyi",5317,Eti-Osa,Privately owned
"CORONA SCHOOL, Victoria Island",5320,Eti-Osa,Privately owned
"CORONET COLLEGE, Meiran",106749,Alimosho,Privately owned
"CORONET SCHOOL, Meiran",3977,Alimosho,Privately owned
Cosom N/P,105751,,
"COSTA NURSERY/PRIMARY SCHOOL, Iyana-Ipaja",3156,Agege,Privately owned
"COURAGE NURSERY/PRIMARY SCHOOL, Bariga",3970, Shomolu,Privately owned
"COVENANT BAPTIST CHILDREN NUR & PRY SCHOOL, Ifako Ijaiye",105892,Ifako/Ijaiye,Privately owned
"COVENANT HALL SECONDARY SCHOOL, Lekki Exp.",64423,Eti-Osa,Privately owned
"COVENANT SEEDS NURSERY/PRIMARY SCHOOL, Ikeja",5559, Ikeja,Privately owned
"COVET THE REDEEMER COLLEGE, Akesan",106675,Alimosho,Privately owned
"CR VICTORS SCHOOL, Ijesha Tedo",49538,Surulere,Privately owned
"CRADLE HOME CHILDREN SCHOOL, Idimu-Titun ",4412,Alimosho,Privately owned
"CRADLE OF WISDOM COLLEGE, Egan",106594,Alimosho,Privately owned
"CRADLES & KICKERS NURSERY PRIMARY SCHOOL, Omole Phase 1",106415,Ikeja,Privately owned
"CRANE COLLEGE, Lekki-Epe Express",6594,Eti-Osa,Privately owned
"CREAM COT SCHOOL, Isolo",106517,Oshodi-Isolo,Privately owned
"CREATIVE MINDS NUR/PRY SCHOOL, Sangotedo",11182,Eti-Osa,Privately owned
"CREEK JUNIOR HIGH SCHOOL,Tolu",9816,Ajeromi LGA,State owned
"CREEK SENIOR HIGH SCHOOL, Tolu",1826,Ajeromi LGA,State owned
"CRESCENT HALL INTERNATIONAL SCHOOL, Ikeja",5490, Ikeja,Privately owned
"CRESTGATE NURSERY PRIMARY SCHOOL,Ojo",106313,Ojo,Privately owned
"CRESTVIEW INTERNATIONAL SCHOOL, Ikotun ",6972,Alimosho,Privately owned
"CRIDY CHILDREN NURSERY & PRIMARY SCHOOL, Abule Osun",3358,Amuwo-Odofin,Privately owned
"CROSS & CRESCENT INTERNATIONAL SCHOOL, Ojota",106032,Kosofe,Privately owned
"CROSSFIELD PRIVATE SCHOOL, Suberu-Oje",3937,Alimosho,Privately owned
"CROWN GATE NURSERY & PRIMARY SCHOOL, Somolu",106031,Surulere,Privately owned
"CROWN JEWEL COLLEGE, Ikosi-Ketu",11179,Kosofe,Privately owned
"CROWN JEWEL NURSERY & PRIMARY SCHOOL, Ikosi-Ketu",49215,Kosofe,Privately owned
"CROWNBASE SCHOOL, Ira-Ogba",3485, Ikeja,Privately owned
"CRYSTAL NURSERY & PRIMARY SCHOOL, Ikeja",6735, Ikeja,Privately owned
"CUBIC PRIVATE NURSERY & PRIMARY SCHOOL, Amukoko",3749,Ajeromi LGA,Privately owned
"CUTELAND MONTESSORI SCHOOL, Oko Oba",8220,Agege,Privately owned
"CYOLE STARS SECONDARY SCHOOL, Iba",106735,Ojo,Privately owned
"D I S ACADEMY,  Isolo",105596,Oshodi-Isolo,Privately owned
"D'CHERUB NURSERY /PRIMARY SCHOOL, Badore",105898,Eti-Osa,Privately owned
"D'LUMIERE  COLLEGE, Ikeja",106259,Ikeja,Privately owned
"D-IVY COLLEGE,  Ogba",5538, Ikeja,Privately owned
"D-JACSOL NURSERY PRIMARY SCHOOL, Eti Osa",105903,Eti-Osa,Privately owned
"D. & D. SCHOOL NUR/PRY SCHOOL, Orile Agege",7292,Agege,Privately owned
"D.I. PRAGUE PRIVATE SCHOOL, Papa-Ajao",4553, Mushin,Privately owned
"DAARU NAIM COLLEGE, Isheri-Olofin",77344,Alimosho,Privately owned
"DABITOS COLLEGE, Mushin",8157, Mushin,Privately owned
"DABITOS NURSERY/PRIMARY SCHOOL, Ilasamaja",4145, Mushin,Privately owned
"DADA EL- SHADDAI COMPREHENSIVE COLLEGE, Iyana Ipaja",9918,Alimosho,Privately owned
"DADA EL-SHADDAI  NURSERY & PRIMARY SCHOOL, Dopemu ",7408,Agege,Privately owned
"DADA OASIS NURSERY & PRIMARY SCHOOL, Igando",106084,Alimosho,Privately owned
"DADEYO HIGH SCHOOL,  Abule Egba",5831,Ifako/Ijaiye,Privately owned
"DAILY LIGHT COLLEGE, Kosofe",3013,Kosofe,Privately owned
"DAIRY FARM PRIMARY SCHOOL, Sango",1001,Agege,State owned
"DAIRY FARM SENIOR SECONDARY SCHOOL, Agege",9537,Agege,State owned
"DAISY COLLEGE, Ijegun",106462,Alimosho,Privately owned
"DAISY NURSERY/PRIMARY SCHOOL, Ijegun",10272,Alimosho,Privately owned
"DALE CHILDREN SCHOOL, Isheri",11509,Kosofe,Privately owned
"DAMDEL NURSERY & PRIMARY SCHOOL, Agoyi-Ketu",8530,Kosofe,Privately owned
"DAMILAND HIGH SCHOOL,Ifako Ijaiye",8172,Ifako/Ijaiye,Privately owned
"DAMILAND NUR & PRY SCHOOL, Iju ",6982,Ifako/Ijaiye,Privately owned
"DAMOOL NURSERY & PRIMARY SCHOOL, ",11216,Alimosho,Privately owned
"DAMTOPS INTERNATIONAL SCHOOLS, Morogbo",3791, Badagry ,Privately owned
"DAMTOPS INTERNATIONAL SECONDARY SCHOOL, Morogbo",5249, Badagry ,Privately owned
"DAMTOSE COLLEGE, Alakuko",50997,Ifako/Ijaiye,Privately owned
"DAMZY NURSERY & PRIMARY SCHOOL, Idimu",62679,Alimosho,Privately owned
"DAN - GRACIOUSLAND NURSERY & PRIMARY SCHOOL, Idimu",106720,Alimosho,Privately owned
"DANIELLAS MONTESSORI SCHOOL, Abule Egba",7705,Ifako/Ijaiye,Privately owned
"DANMARTINS COLLEGE, Alagbado",5489,Alimosho,Privately owned
"DANNIO NURSERY & PRIMARY SCHOOL, Okota",106100,Oshodi-Isolo,Privately owned
"DANSOL HIGH SCHOOL, Ikeja",3180, Ikeja,Privately owned
"DANSOL NURSERY & PRIMARY SCHOOL, Ojodu-Berger",3025, Ikeja,Privately owned
"DANVIC LEADERS SCHOOL, Kirikiri Town",11126,Amuwo-Odofin,Privately owned
"DAO NURSERY & PRIMARY SCHOOL, Ketu",4419,Kosofe,Privately owned
"DARMAN MODEL COLLEGE, Iju Road ",5495,Ifako/Ijaiye,Privately owned
"DARMAN MODEL COLLEGE, Satellite",62737,Amuwo-Odofin,Privately owned
"DAROCHA PRIMARY SCHOOL,  Otubu",24,Agege,State owned
"DAROS BEE NURSERY & PRIMARY SCHOOL, Abule-Egba",105946,Ifako/Ijaiye,Privately owned
"DARSCO NUR/PRY SCHOOL, Awori-Ajangbadi",4024,Ojo,Privately owned
"DATA VILLE NURSERY & PRIMARY SCHOOL, Iyana Ipaja",106717,Alimosho,Privately owned
"DATALAND MONTESSORI SCHOOL, Ikotun",106143,Alimosho,Privately owned
"DATFORTE INTERNATINAL SCHOOL, Ahmadiya",74485,Alimosho,Privately owned
"DATTOS PRIVATE SCHOOL, Idimu",4760,Alimosho,Privately owned
"DAVID SAVAGE MEMORIAL PRIMARY SCHOOL,  Sari-Iganmu",236,Apapa,State owned
"DAVIFZA NURSERY & PRIMARY SCHOOL, Isolo",106177,Oshodi-Isolo,Privately owned
"DAVISTER PRIVATE NURSERY & PRIMARY SCHOOL, Isolo",106183,Oshodi-Isolo,Privately owned
"DAVREM NURSERY & PRIMARY SCHOOL, Ipaja",106082,Alimosho,Privately owned
"DAWAH NURSERY & PRIMARY SCHOOL, Oke-Afa",9063,Oshodi-Isolo,Privately owned
"DAWN MICHEALS SCHOOL, Ago ",49457,Oshodi-Isolo,Privately owned
"DAWNFIELD MONTESSORI  SCHOOL, Okota.",106404,Oshodi-Isolo,Privately owned
"DAWNING INTERNATIONAL NUR. & PRY SCHOOL, Mile 12",74535,Kosofe,Privately owned
"DAY GRACE NURSERY & PRIMARY SCHOOL, Itire",8641,Mushin,Privately owned
"DAYLIGHT STAR NUR & PRY SCHOOL, Ireakari Estate",6917,Oshodi-Isolo,Privately owned
"DAYSTAR CHILDREN SCHOOL, Coker",61139,Surulere,Privately owned
"DAYSTAR COLLEGE, Ayobo",105945,Alimosho,Privately owned
"DAYSTAR NUR & PRY SCHOOL, Gowon Estate",9392,Alimosho,Privately owned
"DE  KADMO PRIVATE SCHOOL,  Odoguyan",48885,Ikorodu,Privately owned
DE - JUST KIDDIES ,105443,,Privately owned
"DE - KEEPER'S NURSERY & PRIMARY SCHOOL, Igbogbo",105533,Ikorodu,Privately owned
DE - TAJ CRECITE NURSERY PRIMARY SCHOOL ,105472,,Privately owned
"DE AMAZING GRACE INTL. SCHOOL, Egbe",3367,Alimosho,Privately owned
"DE ASSEMBLIES OF GOD N/P SCH, Surulere",3203,Surulere,Privately owned
De Basic Innovation N/P,105749,,
"DE BEAUTIFUL BEGINNING SCHOOL, Magodo",77373,Kosofe,Privately owned
"DE CLEVER MABSON COLLEGE, Odogunyan",59225,Ikorodu,Privately owned
"DE EAGLEHEIGHTS NUR & PRY SCHOOL, Oko Ado",6936,Eti-Osa,Privately owned
"DE FOOD  ACADEMY (SCH. OF CATERING & HOTEL MGT/TOURISM), Egbeda",105888,Alimosho,Privately owned
"DE GLORYLAND COLLEGE, Ejigbo",3238,Oshodi-Isolo,Privately owned
"DE GREAT PILLARS COLLEGE, Odogunyan",79058,Ikorodu,Privately owned
"DE LUCKY CHILD NUR & PRY  SCHOOL, Odogunyan",7075,Ikorodu,Privately owned
"DE MAINGATE MODEL NUR. & PRY SCHOOL,  Isefun Ayobo ",106232,Alimosho,Privately owned
"DE MATO NURSERY & PRIMARY SCHOOL, Funlayo",49476,Agege,Privately owned
"DE MODERN PACE COLLEGE, Ipaja",106326,Alimosho,Privately owned
"DE MODERN PACE PRIVATE SCHOOL, Ipaja",3373,Alimosho,Privately owned
"DE SOPHIA COLLEGE, Anthony Village ",5721,Kosofe,Privately owned
"DE STARS LEARNING SCHOOLS NUR/PRY, Owutu",4630,Ikorodu,Privately owned
"DE TOP CLASS PRIVATE SCHOOL, Ibatedo",64389,Ojo,Privately owned
"DE YET COLLEGE, Okokomaiko",8333,Ojo,Privately owned
"DE- JOANS NURSERY/PRIMARY SCHOOL, Maza-Maza",3118,Amuwo-Odofin,Privately owned
"DE-CROWN NURSERY & PRIMARY SCHOOL, Ojokoro",3815,Ikorodu,Privately owned
"DE-GLORIOUS COLLEGE, Agbado Crossing",5753,Ifako/Ijaiye,Privately owned
"DE-GLORY LAND COLLEGE, Ijaye Ogba",106534,Ifako/Ijaiye,Privately owned
"DE-GUARDIAN PRIVATE SCHOOLS, Ibeshe-Titun",4389,Ikorodu,Privately owned
"DE-IDEAL NURSERY/PRIMARY SCHOOL, Erepoto",4077,Epe,Privately owned
"DE-LIGHT INTERNATIONAL NURS/PRIMARY SCHOOL, Olodi-Apapa",3372,Ajeromi LGA,Privately owned
"DE-MAYS COLLEGE, Oriokuta",11847,Ikorodu,Privately owned
"DE-MERCY INTERNATIONAL NUR/PRY SCHOOL, Oshodi ",4460,Oshodi-Isolo,Privately owned
"DE-MORNING STAR NURSERY & PRIMARY SCHOOL, Epe",3917,Epe,Privately owned
"DE-REHOBOTH SCHOOLS, Ojokoro",4272,Ifako/Ijaiye,Privately owned
"DE-RITA COMPREHENSIVE COLLEGE, Ketu-Ijanikin",5529,Ojo,Privately owned
"DE-SHALOM MERIT COLLEGE, Igando",10526,Alimosho,Privately owned
"DE-SUPREME NURSERY & PRIMARY SCHOOL, Abule-Egba",4693,Alimosho,Privately owned
"DE-TEES CHOSEN SCHOOL, Iju",8941,Ifako/Ijaiye,Privately owned
"DE-VASCO CHILDREN SCHOOL, Egbeda",106153,Alimosho,Privately owned
"DE-VICTORY NURSERY & PRIMARY SCHOOL, Agboju",105128,Amuwo-Odofin,Privately owned
"DE-VINE DAME PRIVATE SCHOOL, Egan",3860,Alimosho,Privately owned
"DE-YOUNG COMPREHENSIVE COLLEGE, Aga ",5739,Ikorodu,Privately owned
"DE-YOUNG NURSERY & PRIMARY SCHOOL, Aga",3883,Ikorodu,Privately owned
"DEBAYTE  NURSERY & PRIMARY SCHOOL, Egan",105740,Alimosho,Privately owned
"DEBEST COLLEGE, Odogunyan",10930,Ikorodu,Privately owned
"DEBIRUSS COLLEGE, Ajah",10642,Eti-Osa,Privately owned
"DEBIRUSS SCHOOL , Ajah",3767,Eti-Osa,Privately owned
"DEBISLAND COLLEGE, Olorogbo",5302,Ikorodu,Privately owned
"DEBISLAND NURSERY/PRIMARY SCHOOL, Agbede Olorogbo",5296,Ikorodu,Privately owned
"DEBO NURSERY & PRIMARY SCHOOL, Iju Ishaga",8988,Ifako/Ijaiye,Privately owned
"DEBOMAT COMPREHENSIVE COLLEGE, Agege",92398,Agege,Privately owned
"DEBORAH NURSERY & PRIMARY SCHOOL, Ogudu",11370,Kosofe,Privately owned
"DEBY NIKY SCHOOL, Egbeda",79062,Alimosho,Privately owned
"DEDEKE MEM.NUR/PRY SCHOOL,  Surulere",2034,Surulere,State owned
"DEE JEWELS NUR & PRY SCHOOL, Egbeda",7403,Alimosho,Privately owned
"DEE ULTIMATE  COMPREHENSIVE HIGH SCHOOL, Ikola",74498,Alimosho,Privately owned
"DEE ULTIMATE SCHOOL, Ikola",10050,Alimosho,Privately owned
"DEE UNIQUE COLLEGE, Abesan Estate",5216,Alimosho,Privately owned
"DEE UNIQUE COLLEGE, Omole Phase 2",105625,Kosofe,Privately owned
"DEE UNIQUE INT. NURSERY/PRIMARY SCHOOL, Abesan Estate",5217,Alimosho,Privately owned
DEENAY NURSERY & PRIMARY SCHOOL,106141,Alimosho,Privately owned
"DEENULHAQQ NUR & PRY SCHOOL, Elepe",61192,Ikorodu,Privately owned
"DEH BEST COLLEGE , Ipaja ",48893,Alimosho,Privately owned
"DEKADMO PRIVATE SCHOOL, Odogunyan ",1812,Ikorodu,Privately owned
"DEKINBAN COLLEGE, Egan Town ",3636,Alimosho,Privately owned
"DEL NURSERY & PRIMARY SCHOOL, Itire",4115, Mushin,Privately owned
"DELE AJOMOLE PRIMARY SCHOOL, Ilasamaja",2358,Oshodi-Isolo,State owned
"DELE NURSERY & PRIMARY SCHOOL, Ijeshatedo",106089,Surulere,Privately owned
"DELETTY FOUNTAIN NUR. & PRY SCHOOL, Igando-Oloja ",61191, Ibeju-Lekki,Privately owned
"DELFAY NURSERY & PRIMARY SCHOOL, Olodi-Apapa",3351,Ajeromi LGA,Privately owned
"DELIGHT NUR/PRY SCHOOL,  Abule Egba",49236,Alimosho,Privately owned
"DENSAM EDUCATIONAL SERVICES, Iju-Ishaga",5767,Ifako/Ijaiye,Privately owned
"DENSAM NURSERY PRIMARY SCHOOL, Iju Ishaga",7873,Ifako/Ijaiye,Privately owned
"DENTON JUNIOR GRAMMER SCHOOL,  Oyingbo",2651,Lagos-Mainland,State owned
"DEO-MIDE SCHOOL, Ayobo",10586,Alimosho,Privately owned
"DEPAUL CATHOLIC NUR & PRY SCHOOL, Shasha ",6974,Alimosho,Privately owned
"DERIAN NURSERY & PRIMARY SCHOOL, Ibeju Lekki",106724,Ibeju-Lekki,Privately owned
"DESKOLS ACADEMY,  Bayeku",106303,Ikorodu,Privately owned
"DESTINY SEEDS  PRIVATE SCHOOL, Isashi",11374,Ojo,Privately owned
DEUM CREDO NURSRY PRIMARY SCHOOL,105389,,Privately owned
DEVESSELS NP SCHOOL,105477,,Privately owned
"DIADEM COLLEGE, Ifako-Gbagada ",8504,Kosofe,Privately owned
"DIAMOND COLLEGE, Iba Housing Estate",3716,Ojo,Privately owned
"DIAMOND HEIGHT SECONDARY SCHOOL, Alimosho",106270,Alimosho,Privately owned
DIDADO FOUNDATION ,105372,,Privately owned
"DIFAS COLLEGE, Ikorodu",10964,Ikorodu,Privately owned
"DIFAS MONTESSORI PRIVATE NUR/PRY SCHOOL, Odogunyan",3334,Ikorodu,Privately owned
"DIGNITY NURSERY/PRIMARY SCHOOL, Kosofe",8621,Kosofe,Privately owned
"DIL-JOHN CHILDREN SCHOOL, Bariga",9968, Shomolu,Privately owned
"DINAPS NURSERY & PRIMARY SCHOOL, Ebute Metta West",3915,Lagos-Mainland,Privately owned
"DIS ACADEMY, Isolo",5357,Oshodi-Isolo,Privately owned
"DISCIPLINE KEEPING ORGANIZATION  COMPREHENSIVE COLLEGE (DIKOR), Badagry",3343, Badagry ,Privately owned
"DISCOVERY  HOUSE MONTESSORI SCHOOL, Lekki ",105944,Ibeju-Lekki,Privately owned
"DISNEY SCHOOL, Satelite Town",8393,Amuwo-Odofin,Privately owned
"DISTINCT MEDAL COLLEGE, Isheri Town",4476,Kosofe,Privately owned
"DISTINCT STAR SCHOOL, Isheri",106235,Kosofe,Privately owned
"DISTINCTION GATE COLLEGE, Ikotun.",11817,Alimosho,Privately owned
Distirct Star,105487,,Privately owned
"DISTRICT PRIMARY SCHOOL,Agege",25,Agege,State owned
"DIV-HELP SCHOOL,  Shogunle",106215,Oshodi-Isolo,Privately owned
"DIVINE  HEADSTONE PRIVATE SCHOOLS, Karaole Estate",7332,Ifako/Ijaiye,Privately owned
"DIVINE BLESSED CHILDRENS SCHOOL, Oko Oba ",5022,Agege,Privately owned
"DIVINE BLESSED COLLEGE, Oko-Oba",3720,Agege,Privately owned
"DIVINE CHILDREN'S PLACE NUR/PRY SCHOOL, Surulere",106075,Surulere,Privately owned
"DIVINE CORONA SCHOOL, Ajah ",48825,Eti-Osa,Privately owned
"DIVINE COVENANT HIGH SCHOOL, Aboru",105832,Alimosho,Privately owned
"DIVINE COVENANT NUR/PRY SCHOOL, Iyana-Ipaja ",10004,Alimosho,Privately owned
"DIVINE FAVOUR  NURSERY & PRIMARY SCHOOLS, Ipaja",6977,Alimosho,Privately owned
"DIVINE FLORENCE NUR/PRY SCHOOL, Ifako",4123,Ifako/Ijaiye,Privately owned
"DIVINE PROSPECT NUR/PRY SCHOOL, Odo-Nla",11050,Ikorodu,Privately owned
"DIVINE SALVATION NURSERY & PRIMARY SCHOOL, Ejigbo",5281,Oshodi-Isolo,Privately owned
"DIVINE SCHOLARS COLLEGE, Bogije",64277, Ibeju-Lekki,Privately owned
"DIVINE SOLUTION NUR. & PRY SCHOOL, Ejigbo",77370,Oshodi-Isolo,Privately owned
"DIVINE STEP COLLEGE, Coker",105412,Surulere,Privately owned
"DIVINE STEP NUR/PRY SCHOOL, Iganmu",61106,Surulere,Privately owned
"DIVINE TOUCH NURSERY & PRIMARY SCHOOL, Orile Agege",4750,Agege,Privately owned
"DIVINITY COMPREHENSIVE COLLEGE, Idimu",5282,Alimosho,Privately owned
"DIVREL COMPREHENSIVE COLLEGE, Papa-Ajao",4865, Mushin,Privately owned
"DIVREL NURSERY & PRIMARY SCHOOL, Papa-Ajao",4864, Mushin,Privately owned
"DO-ESTDOT COLLEGE, Idimu",3886,Alimosho,Privately owned
